"Smarter Balanced Growth Report, Trend",,,,,,,,,,,,,,,,,,,,,,
"All Districts, ELA and Math, All Grades, Gender",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,Number ofMatched Students,,,,,,Growth Rate,,,,,,Average Percentageof Target Achieved,,,,,
,,,,,School Year,,,,,,School Year,,,,,,School Year,,,,,
District Code,District,Grade,Subject,Gender,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23
0040011,Avon School District,7,Math,Female,108,125,130,121,128,112,55.60%,61.60%,61.50%,65.30%,47.70%,33.90%,81.70%,74.30%,79.10%,82.30%,61.40%,54.00%
0040011,Avon School District,7,Math,Male,148,139,132,99,126,116,69.60%,51.80%,66.70%,69.70%,54.80%,53.40%,83.20%,69.10%,84.70%,80.30%,66.90%,65.70%
0040011,Avon School District,8,ELA,Female,134,109,123,127,122,131,56.00%,49.50%,59.30%,58.30%,50.80%,43.50%,67.30%,66.70%,72.50%,71.20%,67.20%,58.10%
0040011,Avon School District,8,ELA,Male,128,148,139,133,100,132,43.80%,43.20%,53.20%,45.10%,37.00%,36.40%,62.10%,56.80%,68.20%,59.40%,51.40%,48.50%
0040011,Avon School District,8,Math,Female,134,109,123,127,120,131,71.60%,73.40%,74.80%,55.90%,50.80%,51.90%,85.70%,88.80%,87.80%,70.30%,66.50%,62.70%
0040011,Avon School District,8,Math,Male,128,147,139,133,100,132,62.50%,70.10%,71.90%,59.40%,56.00%,47.70%,74.50%,82.10%,86.30%,69.40%,66.50%,62.00%
0050011,Barkhamsted School District,4,ELA,Female,23,15,15,11,16,9,52.20%,*,*,*,*,*,75.00%,*,*,*,*,*
0050011,Barkhamsted School District,4,ELA,Male,22,19,17,15,12,14,59.10%,*,*,*,*,*,77.50%,*,*,*,*,*
0050011,Barkhamsted School District,4,Math,Female,23,15,15,11,16,9,34.80%,*,*,*,*,*,65.30%,*,*,*,*,*
0050011,Barkhamsted School District,4,Math,Male,22,18,17,15,12,14,36.40%,*,*,*,*,*,71.10%,*,*,*,*,*
0050011,Barkhamsted School District,5,ELA,Female,21,22,16,14,14,16,38.10%,31.80%,*,*,*,*,69.20%,59.90%,*,*,*,*
0050011,Barkhamsted School District,5,ELA,Male,23,21,20,18,9,12,43.50%,52.40%,35.00%,*,*,*,67.90%,76.90%,58.70%,*,*,*
0050011,Barkhamsted School District,5,Math,Female,21,22,16,14,14,16,23.80%,27.30%,*,*,*,*,52.40%,44.30%,*,*,*,*
0050011,Barkhamsted School District,5,Math,Male,23,21,19,18,9,12,26.10%,33.30%,*,*,*,*,69.10%,51.00%,*,*,*,*
0050011,Barkhamsted School District,6,ELA,Female,23,21,22,19,17,15,47.80%,57.10%,50.00%,*,*,*,72.90%,71.10%,61.40%,*,*,*
0050011,Barkhamsted School District,6,ELA,Male,21,21,21,20,13,9,28.60%,28.60%,23.80%,60.00%,*,*,55.90%,52.90%,51.00%,75.50%,*,*
0050011,Barkhamsted School District,6,Math,Female,23,21,22,19,17,15,52.20%,61.90%,72.70%,*,*,*,78.20%,90.60%,92.10%,*,*,*
0050011,Barkhamsted School District,6,Math,Male,21,21,20,20,13,9,33.30%,61.90%,45.00%,85.00%,*,*,60.80%,80.80%,65.40%,100.00%,*,*
0070011,Berlin School District,4,ELA,Female,84,102,94,90,96,86,59.50%,43.10%,44.70%,42.20%,46.90%,39.50%,82.40%,65.70%,66.30%,67.30%,67.80%,69.60%
0070011,Berlin School District,4,ELA,Male,100,101,82,95,84,101,47.00%,52.50%,35.40%,35.80%,38.10%,37.60%,75.50%,70.20%,67.10%,57.80%,60.10%,63.10%
0070011,Berlin School District,4,Math,Female,84,102,94,90,96,86,64.30%,53.90%,43.60%,26.70%,44.80%,51.20%,88.50%,80.80%,72.50%,54.50%,68.00%,79.70%
0070011,Berlin School District,4,Math,Male,100,100,82,95,84,101,63.00%,52.00%,41.50%,46.30%,52.40%,62.40%,88.70%,77.60%,70.20%,72.60%,78.30%,86.00%
0070011,Berlin School District,5,ELA,Female,111,85,105,106,91,101,56.80%,45.90%,40.00%,43.40%,52.70%,48.50%,76.80%,60.90%,61.00%,59.00%,72.50%,72.40%
0070011,Berlin School District,5,ELA,Male,132,98,103,91,78,92,47.00%,30.60%,38.80%,37.40%,39.70%,48.90%,73.70%,54.30%,64.20%,58.30%,62.80%,74.90%
0070011,Berlin School District,5,Math,Female,111,85,105,106,91,101,32.40%,29.40%,45.70%,41.50%,39.60%,42.60%,61.20%,52.40%,65.00%,62.80%,59.70%,62.80%
0070011,Berlin School District,5,Math,Male,132,97,102,90,78,92,35.60%,34.00%,44.10%,40.00%,46.20%,48.90%,58.60%,55.60%,67.70%,57.00%,64.70%,67.40%
0070011,Berlin School District,6,ELA,Female,94,115,87,105,87,94,59.60%,35.70%,41.40%,32.40%,41.40%,45.70%,77.40%,53.70%,62.70%,53.50%,59.00%,65.30%
0070011,Berlin School District,6,ELA,Male,114,129,100,109,99,80,43.90%,38.00%,36.00%,29.40%,35.40%,31.30%,63.60%,54.80%,57.40%,44.90%,56.80%,51.10%
0070011,Berlin School District,6,Math,Female,94,115,87,105,87,94,38.30%,61.70%,43.70%,47.60%,58.60%,76.60%,63.00%,83.70%,65.90%,67.00%,81.70%,90.40%
0070011,Berlin School District,6,Math,Male,114,129,99,108,99,80,32.50%,55.00%,31.30%,41.70%,48.50%,55.00%,56.20%,73.90%,51.70%,58.00%,71.10%,73.40%
0070011,Berlin School District,7,ELA,Female,117,94,115,89,88,91,41.90%,26.60%,48.70%,28.10%,29.50%,36.30%,65.00%,44.90%,66.80%,47.60%,50.10%,54.80%
0070011,Berlin School District,7,ELA,Male,125,115,131,104,97,103,56.00%,40.00%,39.70%,31.70%,35.10%,33.00%,72.30%,54.60%,56.50%,50.80%,52.50%,53.80%
0070011,Berlin School District,7,Math,Female,117,94,114,88,86,90,44.40%,53.20%,52.60%,53.40%,46.50%,52.20%,64.80%,75.80%,66.70%,72.70%,64.70%,74.30%
0070011,Berlin School District,7,Math,Male,124,115,131,103,96,102,53.20%,62.60%,56.50%,62.10%,47.90%,69.60%,73.30%,82.70%,70.40%,79.50%,67.50%,86.00%
0070011,Berlin School District,8,ELA,Female,83,121,96,120,102,91,57.80%,42.10%,54.20%,45.80%,31.40%,27.50%,77.70%,55.20%,72.20%,57.70%,49.30%,46.90%
0070011,Berlin School District,8,ELA,Male,127,127,116,132,91,101,53.50%,36.20%,37.90%,40.90%,20.90%,29.70%,70.00%,51.90%,53.60%,58.60%,39.00%,49.40%
0070011,Berlin School District,8,Math,Female,83,121,96,119,98,89,49.40%,66.90%,39.60%,50.40%,43.90%,49.40%,63.10%,81.40%,52.70%,66.70%,62.40%,68.30%
0070011,Berlin School District,8,Math,Male,127,127,116,132,89,99,40.90%,48.80%,41.40%,48.50%,38.20%,44.40%,55.60%,63.10%,51.60%,61.60%,54.90%,56.40%
0080011,Bethany School District,4,ELA,Female,23,28,23,18,23,31,60.90%,53.60%,30.40%,*,47.80%,64.50%,82.60%,79.00%,57.40%,*,72.10%,73.40%
0080011,Bethany School District,4,ELA,Male,27,24,28,18,30,27,55.60%,37.50%,64.30%,*,50.00%,63.00%,87.20%,59.80%,87.70%,*,74.80%,85.40%
0080011,Bethany School District,4,Math,Female,23,28,22,18,23,31,60.90%,50.00%,22.70%,*,65.20%,61.30%,81.70%,69.80%,63.30%,*,85.00%,93.80%
0080011,Bethany School District,4,Math,Male,27,24,28,18,30,27,40.70%,33.30%,53.60%,*,66.70%,70.40%,77.10%,62.00%,78.90%,*,82.50%,90.90%
0080011,Bethany School District,5,ELA,Female,24,24,30,26,17,28,62.50%,41.70%,63.30%,53.80%,*,57.10%,84.70%,58.10%,82.60%,74.80%,*,77.30%
0080011,Bethany School District,5,ELA,Male,32,26,27,28,21,31,46.90%,38.50%,33.30%,50.00%,33.30%,51.60%,65.60%,63.90%,56.10%,61.80%,66.10%,73.20%
0080011,Bethany School District,5,Math,Female,24,24,30,26,17,27,75.00%,50.00%,66.70%,42.30%,*,29.60%,94.00%,72.60%,85.50%,66.40%,*,53.80%
0080011,Bethany School District,5,Math,Male,32,26,27,28,21,31,65.60%,57.70%,37.00%,60.70%,52.40%,45.20%,84.00%,68.70%,55.40%,73.00%,73.60%,61.80%
0080011,Bethany School District,6,ELA,Female,29,25,25,31,33,20,41.40%,56.00%,52.00%,48.40%,63.60%,30.00%,50.90%,66.20%,66.90%,65.60%,78.90%,44.10%
0080011,Bethany School District,6,ELA,Male,32,30,28,30,11,25,37.50%,33.30%,50.00%,66.70%,*,72.00%,55.50%,50.80%,72.30%,80.90%,*,85.20%
0080011,Bethany School District,6,Math,Female,29,25,25,31,33,20,62.10%,52.00%,48.00%,58.10%,69.70%,60.00%,89.10%,56.60%,64.90%,74.50%,93.50%,94.60%
0080011,Bethany School District,6,Math,Male,32,30,28,30,10,25,34.40%,30.00%,50.00%,60.00%,*,72.00%,51.60%,45.90%,72.00%,82.10%,*,86.70%
0090011,Bethel School District,4,ELA,Female,103,129,112,93,114,96,40.80%,38.80%,50.00%,39.80%,44.70%,35.40%,68.30%,64.90%,69.80%,60.00%,75.40%,58.30%
0090011,Bethel School District,4,ELA,Male,94,118,121,114,101,107,48.90%,40.70%,39.70%,34.20%,35.60%,42.10%,69.00%,68.30%,65.60%,53.00%,63.30%,67.70%
0090011,Bethel School District,4,Math,Female,103,128,112,94,114,97,59.20%,40.60%,46.40%,44.70%,57.00%,41.20%,88.70%,72.00%,79.40%,70.00%,83.50%,66.90%
0090011,Bethel School District,4,Math,Male,95,117,121,115,101,107,75.80%,50.40%,54.50%,50.40%,61.40%,54.20%,96.10%,76.50%,83.60%,76.80%,88.10%,78.20%
0090011,Bethel School District,5,ELA,Female,88,101,132,111,108,121,52.30%,43.60%,50.80%,46.80%,52.80%,47.10%,74.20%,69.50%,72.50%,70.30%,74.60%,69.90%
0090011,Bethel School District,5,ELA,Male,111,101,124,128,121,104,44.10%,39.60%,41.90%,25.80%,39.70%,31.70%,62.90%,60.10%,66.90%,54.30%,64.40%,59.90%
0090011,Bethel School District,5,Math,Female,89,101,131,111,108,120,59.60%,41.60%,38.20%,34.20%,55.60%,45.80%,82.90%,67.50%,58.80%,55.50%,75.00%,69.00%
0090011,Bethel School District,5,Math,Male,109,101,123,128,119,104,68.80%,42.60%,33.30%,36.70%,72.30%,43.30%,87.00%,66.20%,54.10%,56.90%,94.40%,61.70%
0090011,Bethel School District,6,ELA,Female,89,96,110,132,106,116,64.00%,36.50%,40.90%,40.90%,39.60%,25.00%,80.60%,55.10%,62.90%,60.70%,55.50%,43.50%
0090011,Bethel School District,6,ELA,Male,87,120,99,122,115,127,50.60%,35.00%,51.50%,40.20%,36.50%,27.60%,68.70%,53.00%,69.60%,60.00%,48.00%,52.80%
0090011,Bethel School District,6,Math,Female,88,96,110,131,104,116,50.00%,39.60%,48.20%,36.60%,39.40%,33.60%,73.30%,59.80%,71.40%,58.70%,59.30%,50.60%
0090011,Bethel School District,6,Math,Male,88,119,99,121,108,124,43.20%,21.80%,48.50%,48.80%,39.80%,25.80%,64.80%,41.70%,68.70%,65.90%,57.30%,39.50%
0090011,Bethel School District,7,ELA,Female,110,92,99,117,104,110,52.70%,38.00%,42.40%,47.90%,41.30%,50.00%,72.00%,54.90%,65.00%,71.00%,57.30%,63.80%
0090011,Bethel School District,7,ELA,Male,121,90,117,101,115,124,52.10%,40.00%,36.80%,45.50%,37.40%,39.50%,71.00%,58.70%,52.50%,62.00%,55.90%,58.10%
0090011,Bethel School District,7,Math,Female,110,92,99,117,98,106,46.40%,47.80%,52.50%,50.40%,52.00%,52.80%,67.10%,63.50%,71.60%,68.80%,67.70%,74.10%
0090011,Bethel School District,7,Math,Male,120,90,115,101,113,118,56.70%,46.70%,60.00%,41.60%,58.40%,58.50%,79.00%,64.30%,77.50%,63.80%,73.50%,77.80%
0090011,Bethel School District,8,ELA,Female,103,108,91,102,109,113,57.30%,24.10%,46.20%,54.90%,36.70%,40.70%,72.70%,35.80%,61.70%,72.40%,50.90%,56.00%
0090011,Bethel School District,8,ELA,Male,103,132,93,116,149,128,51.50%,25.80%,40.90%,37.90%,34.20%,44.50%,70.90%,38.70%,55.30%,58.90%,50.60%,60.90%
0090011,Bethel School District,8,Math,Female,103,108,92,101,108,110,73.80%,38.00%,68.50%,54.50%,58.30%,69.10%,90.50%,55.20%,87.10%,70.00%,73.40%,86.00%
0090011,Bethel School District,8,Math,Male,104,131,93,116,147,125,51.90%,45.00%,61.30%,50.00%,49.00%,69.60%,67.30%,59.80%,82.70%,65.50%,64.50%,84.40%
0110011,Bloomfield School District,4,ELA,Female,46,73,47,56,55,59,37.00%,26.00%,31.90%,30.40%,60.00%,27.10%,60.20%,45.10%,57.90%,54.30%,87.60%,50.40%
0110011,Bloomfield School District,4,ELA,Male,53,60,50,59,44,44,28.30%,18.30%,36.00%,25.40%,38.60%,31.80%,63.80%,41.80%,58.40%,45.10%,65.00%,51.30%
0110011,Bloomfield School District,4,Math,Female,47,73,46,56,56,59,46.80%,23.30%,26.10%,23.20%,32.10%,42.40%,79.20%,54.20%,60.00%,49.80%,71.50%,76.40%
0110011,Bloomfield School District,4,Math,Male,53,60,50,59,43,43,50.90%,25.00%,40.00%,23.70%,51.20%,48.80%,78.20%,50.00%,70.90%,49.80%,83.40%,74.80%
0110011,Bloomfield School District,5,ELA,Female,54,54,73,48,33,52,33.30%,29.60%,31.50%,14.60%,27.30%,23.10%,61.40%,46.60%,51.50%,36.10%,56.20%,40.90%
0110011,Bloomfield School District,5,ELA,Male,59,56,60,56,63,53,16.90%,25.00%,26.70%,19.60%,28.60%,13.20%,52.50%,44.40%,51.90%,40.00%,50.90%,30.50%
0110011,Bloomfield School District,5,Math,Female,54,54,73,47,33,52,42.60%,18.50%,43.80%,23.40%,57.60%,13.50%,67.40%,38.60%,65.50%,45.30%,73.20%,31.30%
0110011,Bloomfield School District,5,Math,Male,59,56,60,56,63,53,32.20%,19.60%,43.30%,32.10%,39.70%,20.80%,63.50%,42.50%,69.10%,48.80%,62.10%,37.50%
0110011,Bloomfield School District,6,ELA,Female,53,69,57,85,65,36,45.30%,50.70%,49.10%,49.40%,61.50%,36.10%,67.80%,63.10%,67.00%,73.00%,84.10%,59.60%
0110011,Bloomfield School District,6,ELA,Male,60,67,64,69,65,77,46.70%,43.30%,25.00%,55.10%,61.50%,37.70%,68.90%,60.40%,48.90%,76.10%,75.60%,62.30%
0110011,Bloomfield School District,6,Math,Female,53,69,57,85,65,35,52.80%,72.50%,59.60%,48.20%,52.30%,40.00%,72.00%,87.30%,78.80%,70.40%,75.50%,51.10%
0110011,Bloomfield School District,6,Math,Male,60,67,64,69,65,76,63.30%,56.70%,56.30%,60.90%,58.50%,42.10%,84.80%,71.10%,70.20%,77.50%,84.20%,62.90%
0110011,Bloomfield School District,7,ELA,Female,60,57,70,59,65,77,45.00%,26.30%,28.60%,30.50%,21.50%,19.50%,58.00%,41.50%,42.70%,53.30%,41.30%,38.20%
0110011,Bloomfield School District,7,ELA,Male,55,62,71,69,64,72,16.40%,32.30%,14.10%,30.40%,25.00%,20.80%,32.30%,46.00%,39.00%,52.90%,44.90%,33.60%
0110011,Bloomfield School District,7,Math,Female,61,58,70,60,65,77,47.50%,15.50%,20.00%,23.30%,33.80%,37.70%,65.40%,26.70%,31.60%,43.10%,47.40%,52.20%
0110011,Bloomfield School District,7,Math,Male,55,61,70,67,64,71,29.10%,21.30%,31.40%,25.40%,31.30%,40.80%,49.00%,34.00%,46.10%,44.90%,47.40%,57.70%
0110011,Bloomfield School District,8,ELA,Female,65,70,58,67,61,71,50.80%,35.70%,29.30%,44.80%,29.50%,32.40%,71.10%,62.00%,61.00%,61.80%,50.00%,52.70%
0110011,Bloomfield School District,8,ELA,Male,58,55,68,73,66,70,41.40%,27.30%,38.20%,31.50%,33.30%,22.90%,64.60%,51.70%,59.10%,46.30%,53.60%,41.20%
0110011,Bloomfield School District,8,Math,Female,65,70,58,67,61,70,33.80%,30.00%,41.40%,37.30%,42.60%,30.00%,46.30%,48.70%,58.90%,56.90%,50.30%,45.00%
0110011,Bloomfield School District,8,Math,Male,58,55,69,73,65,70,36.20%,27.30%,44.90%,35.60%,30.80%,15.70%,53.90%,46.90%,59.80%,56.10%,45.80%,32.70%
0120011,Bolton School District,4,ELA,Female,25,23,26,30,27,27,64.00%,17.40%,42.30%,53.30%,14.80%,44.40%,90.50%,38.00%,65.30%,84.90%,37.80%,53.20%
0120011,Bolton School District,4,ELA,Male,28,27,31,23,24,27,60.70%,55.60%,51.60%,47.80%,16.70%,18.50%,88.00%,76.20%,77.20%,68.70%,47.90%,27.90%
0120011,Bolton School District,4,Math,Female,25,23,26,30,27,26,68.00%,17.40%,50.00%,40.00%,22.20%,26.90%,95.10%,49.20%,82.00%,67.10%,48.10%,43.70%
0120011,Bolton School District,4,Math,Male,28,27,31,23,24,27,64.30%,44.40%,71.00%,47.80%,29.20%,18.50%,93.40%,65.90%,97.00%,82.30%,58.50%,38.90%
0120011,Bolton School District,5,ELA,Female,37,26,26,28,27,31,59.50%,46.20%,50.00%,53.60%,48.10%,41.90%,78.40%,62.40%,79.60%,80.50%,63.80%,80.20%
0120011,Bolton School District,5,ELA,Male,29,28,28,31,21,24,44.80%,42.90%,60.70%,41.90%,33.30%,29.20%,63.50%,60.50%,84.90%,60.40%,66.30%,53.40%
0120011,Bolton School District,5,Math,Female,37,26,26,28,26,30,45.90%,23.10%,76.90%,50.00%,73.10%,60.00%,65.10%,43.20%,90.80%,78.50%,87.40%,84.60%
0120011,Bolton School District,5,Math,Male,29,28,28,31,21,24,37.90%,32.10%,82.10%,45.20%,71.40%,50.00%,58.90%,59.30%,96.30%,75.20%,86.80%,69.10%
0120011,Bolton School District,6,ELA,Female,35,38,30,27,28,30,57.10%,34.20%,56.70%,25.90%,53.60%,56.70%,71.20%,53.10%,77.50%,49.20%,65.10%,76.40%
0120011,Bolton School District,6,ELA,Male,26,29,32,27,23,19,53.80%,44.80%,43.80%,44.40%,30.40%,*,69.80%,57.90%,65.10%,63.80%,52.70%,*
0120011,Bolton School District,6,Math,Female,35,38,30,27,28,30,68.60%,52.60%,70.00%,29.60%,60.70%,46.70%,82.60%,70.10%,79.20%,47.40%,75.90%,73.10%
0120011,Bolton School District,6,Math,Male,26,29,32,27,23,18,42.30%,58.60%,59.40%,51.90%,43.50%,*,67.10%,73.70%,75.30%,68.20%,63.70%,*
0120011,Bolton School District,7,ELA,Female,24,34,38,30,28,28,41.70%,35.30%,50.00%,20.00%,42.90%,50.00%,63.00%,53.60%,65.90%,41.50%,72.70%,66.30%
0120011,Bolton School District,7,ELA,Male,36,25,28,31,21,27,61.10%,28.00%,42.90%,32.30%,52.40%,25.90%,81.90%,44.90%,56.20%,48.60%,69.10%,47.80%
0120011,Bolton School District,7,Math,Female,24,34,38,30,28,28,29.20%,50.00%,52.60%,30.00%,42.90%,60.70%,62.50%,71.30%,74.90%,38.90%,72.30%,77.60%
0120011,Bolton School District,7,Math,Male,36,25,28,31,21,26,69.40%,44.00%,60.70%,35.50%,85.70%,50.00%,84.00%,64.00%,78.10%,46.00%,100.00%,69.10%
0120011,Bolton School District,8,ELA,Female,23,23,33,39,26,26,65.20%,39.10%,45.50%,33.30%,57.70%,38.50%,78.60%,45.90%,64.90%,42.70%,69.70%,56.90%
0120011,Bolton School District,8,ELA,Male,26,38,27,28,27,22,46.20%,21.10%,29.60%,50.00%,40.70%,18.20%,66.10%,31.80%,52.30%,57.10%,61.10%,38.20%
0120011,Bolton School District,8,Math,Female,23,23,33,39,26,26,43.50%,26.10%,57.60%,46.20%,50.00%,23.10%,57.70%,37.80%,75.10%,58.40%,68.70%,42.00%
0120011,Bolton School District,8,Math,Male,26,38,27,27,26,22,23.10%,18.40%,44.40%,44.40%,34.60%,22.70%,35.30%,37.70%,63.00%,56.00%,48.50%,33.70%
2950013,Booker T. Washington Academy District,4,ELA,Female,*,*,13,13,31,34,*,*,*,*,16.10%,32.40%,*,*,*,*,48.40%,51.80%
2950013,Booker T. Washington Academy District,4,ELA,Male,*,*,15,26,23,23,*,*,*,23.10%,13.00%,21.70%,*,*,*,32.50%,38.00%,41.40%
2950013,Booker T. Washington Academy District,4,Math,Female,*,*,13,13,31,34,*,*,*,*,22.60%,20.60%,*,*,*,*,58.90%,49.10%
2950013,Booker T. Washington Academy District,4,Math,Male,*,*,15,26,23,23,*,*,*,3.80%,30.40%,30.40%,*,*,*,43.20%,60.90%,48.60%
2950013,Booker T. Washington Academy District,5,ELA,Female,*,*,*,12,25,19,*,*,*,*,32.00%,*,*,*,*,*,57.60%,*
2950013,Booker T. Washington Academy District,5,ELA,Male,*,*,*,13,35,14,*,*,*,*,22.90%,*,*,*,*,*,47.90%,*
2950013,Booker T. Washington Academy District,5,Math,Female,*,*,*,12,25,19,*,*,*,*,40.00%,*,*,*,*,*,73.80%,*
2950013,Booker T. Washington Academy District,5,Math,Male,*,*,*,13,35,14,*,*,*,*,22.90%,*,*,*,*,*,54.20%,*
2950013,Booker T. Washington Academy District,6,ELA,Female,*,*,*,*,24,22,*,*,*,*,41.70%,36.40%,*,*,*,*,71.70%,55.20%
2950013,Booker T. Washington Academy District,6,ELA,Male,*,*,*,*,29,28,*,*,*,*,34.50%,21.40%,*,*,*,*,63.90%,51.50%
2950013,Booker T. Washington Academy District,6,Math,Female,*,*,*,*,24,22,*,*,*,*,37.50%,13.60%,*,*,*,*,59.90%,28.50%
2950013,Booker T. Washington Academy District,6,Math,Male,*,*,*,*,29,28,*,*,*,*,51.70%,10.70%,*,*,*,*,66.60%,22.40%
2950013,Booker T. Washington Academy District,7,ELA,Female,*,*,*,*,10,16,*,*,*,*,*,*,*,*,*,*,*,*
2950013,Booker T. Washington Academy District,7,ELA,Male,*,*,*,*,21,21,*,*,*,*,33.30%,28.60%,*,*,*,*,45.70%,50.80%
2950013,Booker T. Washington Academy District,7,Math,Female,*,*,*,*,10,15,*,*,*,*,*,*,*,*,*,*,*,*
2950013,Booker T. Washington Academy District,7,Math,Male,*,*,*,*,21,21,*,*,*,*,33.30%,28.60%,*,*,*,*,55.00%,52.40%
2950013,Booker T. Washington Academy District,8,ELA,Female,*,*,*,*,10,10,*,*,*,*,*,*,*,*,*,*,*,*
2950013,Booker T. Washington Academy District,8,ELA,Male,*,*,*,*,15,20,*,*,*,*,*,30.00%,*,*,*,*,*,48.80%
2950013,Booker T. Washington Academy District,8,Math,Female,*,*,*,*,10,10,*,*,*,*,*,*,*,*,*,*,*,*
2950013,Booker T. Washington Academy District,8,Math,Male,*,*,*,*,15,20,*,*,*,*,*,65.00%,*,*,*,*,*,91.70%
0130011,Bozrah School District,4,ELA,Female,15,11,8,6,7,6,*,*,*,*,*,*,*,*,*,*,*,*
0130011,Bozrah School District,4,ELA,Male,6,14,9,14,7,7,*,*,*,*,*,*,*,*,*,*,*,*
0130011,Bozrah School District,4,Math,Female,15,11,8,6,7,6,*,*,*,*,*,*,*,*,*,*,*,*
0130011,Bozrah School District,4,Math,Male,6,14,9,14,7,7,*,*,*,*,*,*,*,*,*,*,*,*
0130011,Bozrah School District,5,ELA,Female,15,15,12,8,6,6,*,*,*,*,*,*,*,*,*,*,*,*
0130011,Bozrah School District,5,ELA,Male,14,6,13,9,10,10,*,*,*,*,*,*,*,*,*,*,*,*
0130011,Bozrah School District,5,Math,Female,15,15,12,8,6,6,*,*,*,*,*,*,*,*,*,*,*,*
0130011,Bozrah School District,5,Math,Male,14,6,13,9,10,10,*,*,*,*,*,*,*,*,*,*,*,*
0130011,Bozrah School District,6,ELA,Female,10,14,15,11,6,7,*,*,*,*,*,*,*,*,*,*,*,*
0130011,Bozrah School District,6,ELA,Male,11,12,7,13,10,10,*,*,*,*,*,*,*,*,*,*,*,*
0130011,Bozrah School District,6,Math,Female,10,14,15,11,6,7,*,*,*,*,*,*,*,*,*,*,*,*
0130011,Bozrah School District,6,Math,Male,11,12,7,13,10,10,*,*,*,*,*,*,*,*,*,*,*,*
0130011,Bozrah School District,7,ELA,Female,7,10,13,14,8,*,*,*,*,*,*,*,*,*,*,*,*,*
0130011,Bozrah School District,7,ELA,Male,9,11,11,8,12,*,*,*,*,*,*,*,*,*,*,*,*,*
0130011,Bozrah School District,7,Math,Female,7,10,13,14,8,*,*,*,*,*,*,*,*,*,*,*,*,*
0130011,Bozrah School District,7,Math,Male,9,11,11,8,12,*,*,*,*,*,*,*,*,*,*,*,*,*
0130011,Bozrah School District,8,ELA,Female,9,8,8,13,10,7,*,*,*,*,*,*,*,*,*,*,*,*
0130011,Bozrah School District,8,ELA,Male,11,10,13,13,10,12,*,*,*,*,*,*,*,*,*,*,*,*
0130011,Bozrah School District,8,Math,Female,9,8,8,13,10,7,*,*,*,*,*,*,*,*,*,*,*,*
0130011,Bozrah School District,8,Math,Male,11,10,13,13,10,12,*,*,*,*,*,*,*,*,*,*,*,*
0140011,Branford School District,4,ELA,Female,94,108,85,78,83,88,58.50%,40.70%,47.10%,42.30%,49.40%,50.00%,79.10%,60.90%,72.10%,64.10%,72.00%,76.40%
0140011,Branford School District,4,ELA,Male,111,113,107,107,82,100,53.20%,47.80%,52.30%,39.30%,43.90%,45.00%,75.80%,71.00%,75.70%,59.80%,72.00%,68.60%
0140011,Branford School District,4,Math,Female,94,108,85,78,83,88,43.60%,45.40%,56.50%,39.70%,49.40%,35.20%,76.30%,76.40%,84.80%,64.90%,76.10%,70.70%
0140011,Branford School District,4,Math,Male,110,113,107,107,80,99,50.00%,57.50%,61.70%,49.50%,51.30%,49.50%,77.60%,81.90%,86.50%,71.00%,78.90%,78.90%
0140011,Branford School District,5,ELA,Female,107,97,110,88,85,84,40.20%,37.10%,31.80%,34.10%,52.90%,46.40%,64.90%,61.40%,54.00%,55.60%,73.70%,70.00%
0140011,Branford School District,5,ELA,Male,107,104,112,104,94,84,45.80%,39.40%,33.00%,31.70%,47.90%,46.40%,69.40%,59.20%,47.50%,55.30%,71.80%,73.20%
0140011,Branford School District,5,Math,Female,108,97,110,88,86,85,46.30%,53.60%,41.80%,53.40%,62.80%,64.70%,70.70%,73.50%,61.10%,72.60%,81.90%,86.70%
0140011,Branford School District,5,Math,Male,107,104,112,104,94,84,48.60%,48.10%,44.60%,46.20%,67.00%,70.20%,74.20%,65.50%,67.00%,67.40%,85.60%,88.10%
0140011,Branford School District,6,ELA,Female,106,105,98,105,94,93,39.60%,35.20%,25.50%,49.50%,35.10%,34.40%,55.70%,49.90%,45.60%,70.60%,56.90%,44.60%
0140011,Branford School District,6,ELA,Male,98,110,110,115,83,97,38.80%,32.70%,30.00%,59.10%,38.60%,35.10%,53.20%,47.90%,48.20%,80.20%,51.60%,47.00%
0140011,Branford School District,6,Math,Female,105,105,98,104,95,94,41.00%,35.20%,31.60%,31.70%,29.50%,31.90%,61.40%,59.90%,58.10%,51.30%,48.20%,52.10%
0140011,Branford School District,6,Math,Male,97,110,109,115,82,97,46.40%,29.10%,23.90%,34.80%,20.70%,26.80%,64.50%,50.60%,43.40%,53.00%,42.20%,46.60%
0140011,Branford School District,7,ELA,Female,98,104,105,104,72,97,56.10%,43.30%,37.10%,58.70%,48.60%,49.50%,70.20%,64.50%,53.10%,74.40%,67.40%,65.60%
0140011,Branford School District,7,ELA,Male,104,97,107,103,96,91,42.30%,39.20%,28.00%,36.90%,36.50%,36.30%,64.00%,54.70%,43.00%,57.60%,53.20%,59.80%
0140011,Branford School District,7,Math,Female,97,104,105,103,72,97,43.30%,21.20%,32.40%,41.70%,38.90%,51.50%,64.80%,38.40%,50.70%,59.20%,62.40%,66.80%
