"Smarter Balanced Growth Report, Trend",,,,,,,,,,,,,,,,,,,,,
"All Districts, ELA and Math, All Grades, All Students",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,Number ofMatched Students,,,,,,Growth Rate,,,,,,Average Percentageof Target Achieved,,,,,
,,,,School Year,,,,,,School Year,,,,,,School Year,,,,,
District Code,District,Grade,Subject,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23
1410011,Thompson School District,8,ELA,67,76,87,74,67,70,13.40%,40.80%,24.10%,28.40%,37.30%,32.90%,29.10%,59.10%,40.70%,47.40%,57.50%,47.10%
1410011,Thompson School District,8,Math,67,77,87,73,67,70,22.40%,27.30%,13.80%,11.00%,23.90%,31.40%,41.20%,47.20%,27.80%,22.30%,40.20%,48.70%
1420011,Tolland School District,4,ELA,180,176,175,176,140,140,60.60%,42.60%,41.10%,39.80%,50.70%,55.70%,82.80%,66.60%,65.80%,60.30%,68.90%,77.30%
1420011,Tolland School District,4,Math,179,175,175,176,138,140,52.50%,49.70%,49.70%,53.40%,69.60%,73.60%,80.00%,78.90%,80.80%,81.10%,92.90%,94.40%
1420011,Tolland School District,5,ELA,183,183,179,174,137,143,46.40%,36.60%,30.70%,35.10%,54.00%,46.20%,64.10%,55.00%,52.80%,55.30%,77.10%,65.10%
1420011,Tolland School District,5,Math,182,182,179,174,138,142,34.10%,35.70%,22.30%,28.70%,60.10%,62.00%,59.10%,51.60%,40.80%,51.10%,81.30%,80.90%
1420011,Tolland School District,6,ELA,201,175,181,180,133,149,42.30%,30.90%,42.00%,36.70%,30.80%,43.00%,59.70%,45.50%,60.00%,54.40%,46.40%,61.40%
1420011,Tolland School District,6,Math,201,174,181,180,132,149,51.20%,52.30%,46.40%,55.00%,44.70%,53.70%,69.00%,73.80%,64.80%,76.10%,64.70%,76.20%
1420011,Tolland School District,7,ELA,216,198,170,178,177,139,37.50%,26.80%,28.80%,29.80%,35.00%,28.10%,57.30%,42.60%,44.50%,46.00%,53.60%,47.70%
1420011,Tolland School District,7,Math,217,198,170,178,175,139,47.50%,31.30%,29.40%,46.10%,57.70%,48.20%,66.60%,47.70%,45.30%,65.10%,77.60%,65.00%
1420011,Tolland School District,8,ELA,227,215,191,145,164,186,44.50%,42.30%,40.80%,38.60%,36.60%,47.30%,61.60%,59.60%,58.20%,51.30%,52.20%,62.70%
1420011,Tolland School District,8,Math,228,215,190,141,164,185,56.10%,34.90%,39.50%,46.80%,45.10%,77.80%,75.10%,51.70%,56.20%,60.40%,62.20%,91.20%
1430011,Torrington School District,4,ELA,299,315,311,281,271,272,36.80%,39.70%,38.90%,35.60%,56.10%,51.50%,62.10%,65.90%,63.60%,58.70%,80.80%,75.10%
1430011,Torrington School District,4,Math,300,314,311,281,271,272,28.70%,20.70%,31.80%,32.70%,55.70%,49.30%,61.20%,53.40%,63.10%,60.60%,82.20%,78.20%
1430011,Torrington School District,5,ELA,332,303,318,306,284,282,35.80%,31.70%,29.60%,22.50%,44.00%,41.10%,59.70%,56.30%,53.40%,45.20%,67.50%,61.70%
1430011,Torrington School District,5,Math,331,304,319,305,284,282,39.60%,29.90%,38.90%,30.80%,49.60%,53.20%,60.00%,53.00%,66.30%,52.70%,76.00%,76.90%
1430011,Torrington School District,6,ELA,302,332,312,302,277,290,27.20%,17.50%,26.90%,43.70%,36.80%,26.20%,45.00%,34.10%,45.50%,60.20%,56.40%,42.20%
1430011,Torrington School District,6,Math,304,329,312,302,270,286,26.30%,28.30%,30.80%,32.80%,34.40%,18.50%,46.80%,46.60%,49.60%,55.10%,52.80%,34.50%
1430011,Torrington School District,7,ELA,283,313,313,288,264,280,21.90%,19.50%,30.70%,21.90%,25.00%,25.00%,38.30%,36.30%,48.50%,33.70%,43.60%,43.50%
1430011,Torrington School District,7,Math,283,308,309,287,247,276,23.30%,17.90%,28.50%,33.40%,32.40%,19.60%,41.10%,34.90%,43.90%,50.80%,51.80%,36.20%
1430011,Torrington School District,8,ELA,285,279,311,305,303,299,31.90%,25.80%,54.00%,47.50%,43.60%,31.40%,51.10%,44.50%,72.60%,66.60%,60.80%,50.70%
1430011,Torrington School District,8,Math,281,278,305,305,282,292,39.50%,36.00%,55.10%,49.20%,31.90%,31.80%,56.20%,52.60%,73.40%,65.50%,46.00%,48.90%
2780013,Trailblazers Academy District,6,ELA,38,35,21,33,*,*,13.20%,8.60%,23.80%,15.20%,*,*,24.70%,19.00%,39.60%,30.90%,*,*
2780013,Trailblazers Academy District,6,Math,39,34,20,33,*,*,10.30%,2.90%,0.00%,0.00%,*,*,24.00%,19.60%,10.60%,5.70%,*,*
2780013,Trailblazers Academy District,7,ELA,31,41,34,36,*,*,29.00%,9.80%,11.80%,36.10%,*,*,50.90%,26.90%,48.40%,56.50%,*,*
2780013,Trailblazers Academy District,7,Math,32,42,33,36,*,*,31.30%,35.70%,18.20%,27.80%,*,*,45.40%,50.40%,35.30%,52.90%,*,*
2780013,Trailblazers Academy District,8,ELA,36,32,40,35,*,*,25.00%,21.90%,62.50%,48.60%,*,*,52.40%,41.30%,84.30%,72.60%,*,*
2780013,Trailblazers Academy District,8,Math,33,31,41,35,*,*,24.20%,25.80%,24.40%,20.00%,*,*,39.70%,35.90%,39.70%,50.10%,*,*
1440011,Trumbull School District,4,ELA,464,463,487,424,448,491,69.80%,59.20%,60.40%,59.00%,63.40%,61.70%,89.70%,80.20%,80.80%,79.80%,85.80%,84.20%
1440011,Trumbull School District,4,Math,466,464,487,424,448,490,60.70%,51.70%,52.00%,59.40%,62.30%,67.30%,85.60%,76.40%,79.50%,84.90%,86.70%,89.70%
1440011,Trumbull School District,5,ELA,475,475,477,505,489,490,61.10%,48.60%,60.00%,55.20%,59.90%,57.80%,82.60%,67.40%,78.40%,75.60%,79.80%,77.90%
1440011,Trumbull School District,5,Math,475,475,478,506,489,490,56.60%,56.20%,54.40%,51.40%,68.90%,64.10%,79.50%,74.00%,72.90%,72.50%,90.00%,83.00%
1440011,Trumbull School District,6,ELA,506,484,496,492,481,516,64.40%,47.10%,44.40%,44.50%,37.40%,39.10%,79.00%,62.00%,61.20%,57.90%,50.10%,52.60%
1440011,Trumbull School District,6,Math,508,480,495,491,480,516,74.80%,68.10%,53.90%,59.70%,54.80%,52.50%,92.10%,84.80%,71.30%,79.20%,73.20%,68.70%
1440011,Trumbull School District,7,ELA,488,517,495,510,446,497,72.10%,49.90%,47.70%,51.60%,54.30%,49.30%,90.60%,65.70%,63.10%,66.70%,73.00%,66.10%
1440011,Trumbull School District,7,Math,489,516,493,508,445,495,72.40%,47.50%,50.10%,49.00%,56.00%,48.30%,90.40%,60.90%,64.30%,64.40%,72.30%,65.40%
1440011,Trumbull School District,8,ELA,408,512,534,489,513,477,77.50%,48.00%,51.90%,48.90%,52.40%,48.60%,92.10%,61.40%,64.80%,64.40%,67.80%,63.10%
1440011,Trumbull School District,8,Math,408,511,532,486,510,474,84.80%,59.50%,66.00%,51.40%,58.20%,53.40%,98.10%,74.90%,78.90%,64.90%,71.50%,67.30%
3470015,Unified School District #2,4,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
3470015,Unified School District #2,4,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
3470015,Unified School District #2,5,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
3470015,Unified School District #2,5,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
3470015,Unified School District #2,7,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
3470015,Unified School District #2,7,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
3470015,Unified School District #2,8,ELA,*,*,*,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*
3470015,Unified School District #2,8,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1450011,Union School District,4,ELA,*,*,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1450011,Union School District,4,Math,*,*,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1450011,Union School District,5,ELA,8,*,*,6,8,*,*,*,*,*,*,*,*,*,*,*,*,*
1450011,Union School District,5,Math,8,*,*,6,8,*,*,*,*,*,*,*,*,*,*,*,*,*
1450011,Union School District,6,ELA,*,8,*,*,*,8,*,*,*,*,*,*,*,*,*,*,*,*
1450011,Union School District,6,Math,*,8,*,*,*,8,*,*,*,*,*,*,*,*,*,*,*,*
1450011,Union School District,7,ELA,15,7,7,*,6,*,*,*,*,*,*,*,*,*,*,*,*,*
1450011,Union School District,7,Math,15,7,7,*,6,*,*,*,*,*,*,*,*,*,*,*,*,*
1450011,Union School District,8,ELA,9,15,7,7,*,9,*,*,*,*,*,*,*,*,*,*,*,*
1450011,Union School District,8,Math,9,15,7,7,*,9,*,*,*,*,*,*,*,*,*,*,*,*
1460011,Vernon School District,4,ELA,228,237,203,222,194,189,46.50%,34.60%,38.40%,45.00%,41.80%,42.30%,71.00%,60.30%,64.70%,70.40%,69.00%,67.50%
1460011,Vernon School District,4,Math,226,235,200,222,189,189,56.20%,40.40%,44.00%,50.00%,59.30%,41.30%,86.90%,71.80%,70.40%,78.70%,83.40%,70.70%
1460011,Vernon School District,5,ELA,224,224,238,204,192,204,38.80%,37.90%,38.70%,53.90%,50.50%,52.00%,59.00%,65.50%,63.50%,76.50%,72.50%,72.30%
1460011,Vernon School District,5,Math,223,224,237,203,191,203,54.30%,56.70%,56.10%,55.70%,63.90%,57.10%,79.00%,77.20%,76.40%,77.90%,81.80%,77.40%
1460011,Vernon School District,6,ELA,228,209,226,235,221,188,32.50%,44.00%,28.30%,27.70%,28.10%,35.60%,50.70%,61.30%,44.70%,44.40%,47.00%,52.80%
1460011,Vernon School District,6,Math,227,208,226,231,217,187,40.50%,51.90%,31.90%,25.10%,42.40%,39.60%,65.40%,71.50%,47.40%,44.70%,65.00%,59.50%
1460011,Vernon School District,7,ELA,207,235,196,229,215,221,47.30%,46.00%,23.50%,51.10%,49.30%,41.20%,68.10%,68.50%,41.00%,72.20%,69.60%,62.10%
1460011,Vernon School District,7,Math,207,234,197,227,204,217,34.30%,44.00%,26.90%,55.90%,44.60%,35.00%,55.10%,63.30%,41.60%,72.90%,62.90%,52.80%
1460011,Vernon School District,8,ELA,188,204,226,201,195,207,36.20%,30.40%,17.70%,47.80%,34.90%,41.50%,53.90%,45.50%,32.20%,67.60%,51.90%,60.30%
1460011,Vernon School District,8,Math,189,203,226,198,187,203,25.40%,29.10%,37.60%,35.40%,52.90%,48.80%,38.80%,46.80%,52.40%,50.20%,70.30%,67.40%
1470011,Voluntown School District,4,ELA,28,24,26,25,23,14,39.30%,33.30%,57.70%,56.00%,39.10%,*,62.20%,58.70%,84.90%,85.40%,67.80%,*
1470011,Voluntown School District,4,Math,28,24,26,25,22,14,39.30%,79.20%,80.80%,80.00%,59.10%,*,73.70%,96.90%,100.00%,100.00%,92.10%,*
1470011,Voluntown School District,5,ELA,30,30,24,25,21,25,30.00%,30.00%,41.70%,56.00%,57.10%,28.00%,53.40%,59.60%,68.80%,77.40%,75.60%,54.90%
1470011,Voluntown School District,5,Math,30,30,24,25,21,25,46.70%,33.30%,29.20%,40.00%,47.60%,12.00%,79.00%,55.70%,46.90%,54.90%,79.40%,21.40%
1470011,Voluntown School District,6,ELA,29,28,29,25,25,18,41.40%,39.30%,44.80%,56.00%,36.00%,*,70.70%,54.50%,57.90%,71.00%,52.10%,*
1470011,Voluntown School District,6,Math,29,28,29,25,25,18,65.50%,50.00%,44.80%,48.00%,40.00%,*,87.50%,77.90%,76.30%,74.20%,65.30%,*
1470011,Voluntown School District,7,ELA,27,28,28,30,28,26,44.40%,32.10%,35.70%,33.30%,17.90%,15.40%,62.20%,56.40%,51.30%,52.70%,35.10%,43.90%
1470011,Voluntown School District,7,Math,27,28,28,30,28,26,55.60%,46.40%,35.70%,43.30%,25.00%,38.50%,69.40%,67.00%,48.20%,64.20%,40.70%,52.20%
1470011,Voluntown School District,8,ELA,30,28,29,29,31,29,30.00%,50.00%,27.60%,44.80%,48.40%,24.10%,44.70%,68.00%,39.10%,67.10%,66.30%,41.60%
1470011,Voluntown School District,8,Math,30,28,29,29,31,29,43.30%,60.70%,31.00%,89.70%,67.70%,58.60%,66.20%,79.30%,54.90%,100.00%,89.50%,75.40%
1480011,Wallingford School District,4,ELA,381,393,395,409,336,367,48.00%,31.30%,36.50%,33.00%,44.30%,31.60%,72.80%,57.50%,58.90%,56.60%,68.10%,59.50%
1480011,Wallingford School District,4,Math,382,393,390,409,335,367,42.70%,30.30%,36.20%,40.80%,39.40%,38.70%,72.60%,61.90%,67.00%,71.30%,67.50%,67.10%
1480011,Wallingford School District,5,ELA,429,382,400,397,350,348,50.80%,36.60%,38.30%,43.60%,40.30%,42.20%,74.70%,62.80%,61.90%,67.00%,65.80%,65.60%
1480011,Wallingford School District,5,Math,431,382,397,394,349,347,45.70%,32.70%,40.80%,37.10%,42.10%,50.10%,70.40%,55.40%,61.80%,60.00%,65.10%,73.40%
1480011,Wallingford School District,6,ELA,467,427,379,389,348,360,31.90%,23.20%,26.90%,28.30%,26.40%,22.80%,51.20%,41.30%,44.50%,47.50%,43.70%,36.30%
1480011,Wallingford School District,6,Math,470,427,378,386,346,359,27.40%,30.90%,31.70%,24.40%,23.70%,15.00%,48.40%,53.30%,51.50%,42.20%,38.50%,28.80%
1480011,Wallingford School District,7,ELA,432,469,428,387,391,355,47.00%,42.00%,32.20%,44.70%,32.50%,29.00%,66.60%,60.90%,52.70%,65.10%,51.50%,48.70%
1480011,Wallingford School District,7,Math,432,470,416,386,379,353,38.90%,36.60%,26.00%,32.90%,40.90%,44.80%,59.10%,58.60%,42.30%,51.00%,60.60%,62.50%
1480011,Wallingford School District,8,ELA,456,434,454,414,393,407,45.40%,29.70%,23.80%,39.40%,41.50%,38.80%,65.90%,48.20%,42.10%,56.60%,59.20%,58.10%
1480011,Wallingford School District,8,Math,455,430,447,403,389,395,36.70%,32.60%,28.40%,39.50%,41.10%,40.30%,54.50%,50.30%,43.60%,56.50%,58.90%,56.80%
1510011,Waterbury School District,4,ELA,1276,1352,1310,1388,1273,1312,32.70%,24.30%,30.80%,32.60%,37.60%,27.70%,61.80%,50.80%,57.60%,59.30%,64.70%,55.20%
1510011,Waterbury School District,4,Math,1299,1349,1308,1386,1265,1311,40.10%,33.00%,30.70%,35.20%,40.60%,31.80%,73.80%,64.70%,61.20%,68.00%,69.40%,62.00%
1510011,Waterbury School District,5,ELA,1293,1316,1371,1327,1190,1358,30.10%,26.30%,28.00%,33.70%,41.50%,31.00%,57.00%,50.50%,55.70%,60.40%,66.10%,56.30%
1510011,Waterbury School District,5,Math,1308,1316,1370,1327,1167,1355,22.20%,39.60%,37.20%,41.30%,53.00%,41.30%,41.60%,63.00%,60.80%,62.40%,72.80%,64.30%
1510011,Waterbury School District,6,ELA,1251,1248,1239,1288,1049,1108,27.70%,25.10%,25.00%,31.40%,31.60%,26.20%,48.80%,44.20%,45.00%,51.60%,54.70%,48.20%
1510011,Waterbury School District,6,Math,1265,1249,1238,1286,1024,1098,28.00%,26.70%,20.40%,20.30%,24.30%,23.30%,44.60%,43.50%,35.40%,36.20%,38.90%,38.10%
1510011,Waterbury School District,7,ELA,1273,1258,1258,1252,1151,1101,40.80%,27.90%,23.60%,37.40%,34.00%,26.20%,61.90%,47.80%,43.00%,59.80%,54.20%,45.70%
1510011,Waterbury School District,7,Math,1275,1256,1253,1249,1104,1082,34.50%,28.00%,27.90%,30.30%,36.40%,36.50%,53.20%,43.60%,43.20%,46.70%,55.40%,55.50%
1510011,Waterbury School District,8,ELA,1204,1278,1255,1271,1109,1221,35.00%,26.40%,30.90%,36.10%,33.70%,28.00%,55.50%,44.90%,52.10%,58.00%,52.10%,45.90%
1510011,Waterbury School District,8,Math,1207,1277,1247,1269,1047,1205,27.80%,26.90%,35.90%,35.60%,17.50%,21.60%,44.00%,43.00%,52.30%,53.90%,31.00%,36.30%
1520011,Waterford School District,4,ELA,149,187,189,159,155,151,46.30%,32.10%,38.60%,37.70%,51.00%,35.80%,71.60%,54.50%,61.90%,59.60%,73.10%,57.00%
1520011,Waterford School District,4,Math,149,187,189,159,154,150,38.90%,22.50%,39.20%,37.10%,49.40%,38.00%,70.50%,47.00%,66.40%,62.70%,75.90%,66.90%
1520011,Waterford School District,5,ELA,191,160,197,185,169,158,49.70%,33.10%,46.70%,47.00%,42.60%,34.20%,69.10%,55.10%,66.90%,63.80%,67.00%,53.50%
1520011,Waterford School District,5,Math,191,160,197,185,169,158,55.50%,43.80%,48.20%,51.40%,62.10%,34.80%,78.00%,64.60%,70.10%,72.30%,80.50%,57.10%
1520011,Waterford School District,6,ELA,194,193,165,207,181,174,47.40%,31.10%,39.40%,41.50%,38.10%,25.90%,69.80%,53.60%,57.90%,60.70%,56.30%,40.90%
1520011,Waterford School District,6,Math,193,193,165,207,180,172,59.10%,40.40%,47.90%,69.10%,41.70%,27.90%,77.80%,64.90%,64.20%,86.80%,66.80%,45.30%
1520011,Waterford School District,7,ELA,213,199,194,168,173,182,44.60%,40.20%,43.30%,54.20%,40.50%,39.00%,61.00%,57.30%,60.90%,70.10%,61.50%,59.10%
1520011,Waterford School District,7,Math,214,199,194,168,169,182,40.20%,38.20%,33.50%,54.20%,59.80%,59.90%,59.00%,55.30%,49.40%,70.90%,78.10%,82.00%
1520011,Waterford School District,8,ELA,221,218,205,193,188,175,34.40%,36.70%,35.10%,49.70%,42.60%,26.90%,51.30%,51.70%,48.20%,67.50%,60.70%,41.60%
1520011,Waterford School District,8,Math,222,219,205,193,186,174,37.80%,43.40%,41.50%,61.70%,49.50%,30.50%,50.70%,59.00%,60.20%,77.90%,71.00%,43.90%
1530011,Watertown School District,4,ELA,203,212,188,190,183,190,44.30%,47.60%,50.00%,43.70%,26.80%,36.30%,72.70%,74.50%,72.30%,65.20%,55.30%,61.90%
1530011,Watertown School District,4,Math,203,212,188,190,183,189,32.50%,36.80%,43.60%,49.50%,53.60%,42.90%,61.50%,71.20%,71.90%,74.20%,81.90%,74.00%
1530011,Watertown School District,5,ELA,206,202,219,188,182,190,39.80%,39.10%,42.00%,35.10%,35.70%,26.30%,62.60%,60.50%,66.50%,57.30%,59.40%,47.30%
1530011,Watertown School District,5,Math,206,202,218,188,181,190,28.60%,43.10%,37.60%,38.80%,39.80%,18.90%,52.30%,65.90%,64.30%,62.00%,62.10%,40.80%
1530011,Watertown School District,6,ELA,219,205,211,223,174,173,53.40%,38.00%,37.40%,27.80%,42.50%,38.20%,74.00%,57.80%,54.40%,48.70%,61.80%,60.70%
1530011,Watertown School District,6,Math,219,204,211,222,174,173,31.10%,41.70%,38.90%,22.50%,42.50%,42.20%,52.40%,64.80%,58.60%,37.20%,62.40%,59.00%
1530011,Watertown School District,7,ELA,202,221,210,220,180,180,52.00%,45.20%,51.00%,47.70%,42.80%,31.10%,70.70%,65.30%,68.60%,65.00%,62.90%,49.70%
1530011,Watertown School District,7,Math,202,221,208,219,180,180,60.40%,59.30%,64.40%,49.30%,75.00%,56.10%,79.80%,77.10%,81.80%,67.00%,92.60%,75.40%
1530011,Watertown School District,8,ELA,215,205,225,202,190,189,38.60%,32.20%,43.10%,37.10%,44.70%,23.80%,58.50%,46.80%,62.50%,52.70%,60.40%,37.60%
1530011,Watertown School District,8,Math,215,202,225,201,186,188,32.10%,42.60%,28.90%,26.90%,47.30%,23.90%,51.90%,56.10%,43.40%,42.30%,65.20%,38.10%
1550011,West Hartford School District,4,ELA,676,695,701,631,605,635,53.10%,46.50%,50.20%,47.40%,50.10%,52.30%,76.00%,66.90%,71.80%,69.90%,71.00%,73.90%
1550011,West Hartford School District,4,Math,681,695,703,629,599,633,56.80%,52.90%,50.60%,52.10%,55.10%,58.50%,82.50%,79.20%,76.70%,76.00%,78.50%,81.20%
1550011,West Hartford School District,5,ELA,721,701,705,714,633,638,43.70%,43.70%,46.70%,47.90%,46.80%,40.90%,64.90%,64.40%,69.10%,68.30%,68.60%,60.40%
1550011,West Hartford School District,5,Math,721,698,705,715,630,638,54.20%,45.10%,49.80%,54.00%,45.90%,44.70%,76.30%,64.20%,69.80%,75.40%,64.10%,63.90%
1550011,West Hartford School District,6,ELA,726,681,683,673,601,623,41.30%,41.60%,39.80%,38.50%,42.60%,39.30%,57.30%,57.70%,55.70%,53.50%,58.90%,55.70%
1550011,West Hartford School District,6,Math,724,680,684,671,591,619,38.40%,47.10%,42.40%,37.60%,46.40%,48.90%,57.10%,64.70%,60.30%,54.00%,62.10%,66.50%
1550011,West Hartford School District,7,ELA,731,739,692,708,614,621,42.70%,45.60%,37.00%,51.40%,47.10%,39.80%,57.40%,63.90%,55.10%,70.30%,67.20%,58.00%
1550011,West Hartford School District,7,Math,728,734,689,702,590,611,37.60%,43.20%,36.10%,45.40%,53.60%,46.30%,55.00%,62.50%,52.20%,61.00%,70.70%,61.90%
1550011,West Hartford School District,8,ELA,644,736,748,689,660,651,41.30%,39.90%,48.80%,48.80%,48.80%,37.60%,57.30%,55.10%,65.90%,66.90%,64.80%,54.10%
1550011,West Hartford School District,8,Math,640,735,741,686,627,640,42.80%,51.60%,53.60%,55.50%,47.00%,54.80%,58.20%,69.40%,70.60%,71.00%,64.10%,69.60%
1560011,West Haven School District,4,ELA,417,418,439,365,406,413,41.50%,34.70%,34.40%,44.90%,43.10%,39.70%,68.40%,59.10%,61.40%,68.60%,69.60%,67.70%
1560011,West Haven School District,4,Math,420,419,439,364,402,413,50.20%,34.40%,32.80%,48.10%,69.90%,61.50%,81.00%,64.50%,64.30%,78.20%,92.10%,88.40%
1560011,West Haven School District,5,ELA,455,407,409,419,342,407,38.20%,27.30%,33.00%,34.40%,28.90%,31.00%,65.20%,52.70%,55.50%,61.00%,58.50%,53.90%
1560011,West Haven School District,5,Math,455,407,408,419,340,408,35.60%,20.90%,19.60%,26.50%,22.90%,25.50%,58.20%,39.60%,40.50%,46.40%,42.60%,44.20%
1560011,West Haven School District,6,ELA,370,447,417,415,353,401,46.50%,37.40%,45.60%,50.60%,43.30%,48.40%,66.70%,59.40%,64.50%,71.40%,65.60%,70.50%
1560011,West Haven School District,6,Math,373,444,417,415,350,401,55.20%,48.40%,57.60%,62.40%,53.40%,65.60%,78.50%,73.30%,78.20%,83.60%,72.50%,81.80%
1560011,West Haven School District,7,ELA,365,369,445,423,342,409,38.40%,33.10%,32.60%,33.30%,30.40%,31.50%,56.30%,53.20%,51.50%,52.40%,50.90%,50.60%
1560011,West Haven School District,7,Math,370,369,443,415,328,399,44.60%,53.90%,54.60%,50.60%,37.20%,34.10%,64.10%,74.10%,74.10%,67.20%,54.30%,50.80%
1560011,West Haven School District,8,ELA,396,369,390,461,374,372,27.80%,35.20%,26.90%,31.50%,34.50%,34.70%,47.90%,54.30%,47.20%,47.60%,56.90%,54.20%
1560011,West Haven School District,8,Math,396,367,388,459,357,360,51.30%,43.30%,32.00%,26.10%,33.10%,33.30%,66.60%,62.10%,45.90%,40.10%,49.30%,49.10%
1540011,Westbrook School District,4,ELA,46,47,50,39,28,42,63.00%,61.70%,42.00%,48.70%,32.10%,33.30%,88.00%,78.50%,66.20%,70.50%,67.10%,59.50%
1540011,Westbrook School District,4,Math,46,47,50,39,28,42,65.20%,51.10%,42.00%,61.50%,50.00%,47.60%,89.40%,78.70%,71.30%,92.20%,75.80%,78.30%
1540011,Westbrook School District,5,ELA,58,51,51,46,50,29,41.40%,54.90%,37.30%,56.50%,62.00%,37.90%,65.70%,75.40%,61.70%,76.50%,84.10%,59.30%
1540011,Westbrook School District,5,Math,58,51,51,46,50,29,34.50%,64.70%,29.40%,37.00%,54.00%,31.00%,64.70%,92.00%,51.70%,69.20%,77.80%,57.90%
1540011,Westbrook School District,6,ELA,59,58,50,45,33,49,44.10%,39.70%,46.00%,46.70%,21.20%,26.50%,60.50%,64.70%,67.40%,60.00%,43.70%,44.10%
1540011,Westbrook School District,6,Math,60,58,50,45,33,49,56.70%,62.10%,42.00%,42.20%,66.70%,83.70%,76.50%,79.50%,61.40%,60.20%,82.60%,94.20%
1540011,Westbrook School District,7,ELA,48,64,61,48,39,35,47.90%,51.60%,49.20%,41.70%,56.40%,51.40%,70.90%,69.30%,69.20%,63.30%,69.00%,72.40%
1540011,Westbrook School District,7,Math,49,64,61,48,39,35,69.40%,82.80%,50.80%,47.90%,48.70%,57.10%,87.10%,97.90%,70.90%,70.10%,72.60%,84.00%
1540011,Westbrook School District,8,ELA,47,47,65,57,43,40,59.60%,57.40%,67.70%,66.70%,58.10%,67.50%,75.30%,70.30%,83.90%,83.10%,71.80%,82.60%
1540011,Westbrook School District,8,Math,47,47,65,57,43,40,85.10%,83.00%,60.00%,86.00%,69.80%,82.50%,99.80%,91.90%,67.60%,97.40%,92.10%,95.80%
1570011,Weston School District,4,ELA,166,155,161,151,132,134,51.80%,45.20%,50.30%,52.30%,51.50%,64.20%,76.20%,66.10%,75.70%,79.60%,72.70%,82.30%
1570011,Weston School District,4,Math,165,155,161,151,132,134,41.80%,49.70%,61.50%,55.60%,63.60%,72.40%,67.20%,72.70%,85.40%,78.60%,83.60%,92.60%
1570011,Weston School District,5,ELA,169,166,169,170,162,145,50.90%,39.80%,49.10%,51.80%,59.90%,56.60%,73.00%,62.20%,70.50%,72.50%,81.10%,71.90%
1570011,Weston School District,5,Math,169,166,168,168,163,145,53.30%,51.80%,57.70%,73.80%,71.80%,68.30%,75.00%,70.80%,80.50%,88.60%,91.00%,86.90%
1570011,Weston School District,6,ELA,178,171,179,169,165,170,37.10%,40.40%,38.00%,34.30%,31.50%,36.50%,55.50%,53.50%,55.50%,52.70%,44.50%,47.80%
1570011,Weston School District,6,Math,177,171,178,169,165,170,36.20%,45.00%,32.00%,27.80%,50.30%,31.20%,53.60%,64.00%,50.90%,41.30%,68.30%,40.60%
1570011,Weston School District,7,ELA,196,178,180,187,159,168,57.10%,40.40%,51.10%,44.40%,49.70%,54.80%,74.90%,58.60%,69.70%,62.90%,67.90%,74.00%
1570011,Weston School District,7,Math,196,177,180,186,158,168,62.80%,55.40%,58.90%,72.00%,64.60%,59.50%,81.90%,72.00%,79.00%,90.00%,78.40%,73.80%
1570011,Weston School District,8,ELA,176,197,183,184,175,163,48.90%,32.00%,55.20%,44.00%,50.30%,53.40%,65.50%,44.30%,70.40%,57.90%,66.90%,69.20%
1570011,Weston School District,8,Math,176,196,183,182,174,162,35.80%,60.20%,75.40%,59.90%,47.70%,63.60%,51.20%,74.10%,92.00%,76.00%,62.60%,78.30%
1580011,Westport School District,4,ELA,381,390,390,348,383,365,51.70%,58.70%,62.80%,64.40%,53.00%,63.80%,73.70%,79.30%,82.30%,83.20%,72.10%,79.60%
1580011,Westport School District,4,Math,382,390,390,347,383,365,61.30%,57.40%,67.90%,71.80%,61.60%,71.00%,87.30%,81.20%,92.20%,92.20%,85.00%,89.30%
1580011,Westport School District,5,ELA,427,399,392,410,347,395,54.30%,54.40%,64.30%,57.80%,53.00%,47.30%,74.50%,73.20%,81.90%,77.20%,73.80%,66.30%
1580011,Westport School District,5,Math,429,398,392,409,346,395,55.70%,54.80%,71.70%,61.90%,58.10%,63.80%,75.90%,74.20%,89.70%,78.20%,77.90%,81.10%
1580011,Westport School District,6,ELA,403,423,399,388,373,357,42.90%,40.40%,39.80%,43.60%,31.60%,31.70%,56.90%,53.00%,53.60%,56.90%,43.80%,44.50%
1580011,Westport School District,6,Math,403,419,399,388,373,355,36.50%,47.50%,56.90%,56.40%,52.80%,49.90%,51.90%,64.10%,73.00%,71.20%,67.20%,64.90%
